word	id	name	desc	word_trans	pts_ref	seg_id
mahāli	Mahāli	Mahāli	<dd><p>A Licchavi chief, mentioned as having visited the Buddha at the Kūṭāgārasālā to ask if he had seen Sakka <span class='ref'>SN.i.230</span> and also to beg information as to the teachings of Pūraṇa Kassapa. <span class='ref'>SN.iii.68</span> This conversation resulted from Mahāli having heard the Sakkapañha Sutta.</p></dd>	mahali	SN.i.230	SN.i.230
mahāli	Mahāli	Mahāli	<dd><p>A Licchavi chief, mentioned as having visited the Buddha at the Kūṭāgārasālā to ask if he had seen Sakka <span class='ref'>SN.i.230</span> and also to beg information as to the teachings of Pūraṇa Kassapa. <span class='ref'>SN.iii.68</span> This conversation resulted from Mahāli having heard the Sakkapañha Sutta.</p></dd>	mahali	SN.iii.68	SN.iii.68
mahāsammata	Mahāsammata	Mahāsammata	<dd><p>A king who lived in the beginning of this present age. He was called Mahāsammata, because, on the arising of wickedness in the world, he was chosen by the people <span class='ref'>DN.iii.92<em>f.</em></span> to show indignation against and disapproval of those worthy of blame. In return for his services, he was given a portion of their harvest.</p></dd>	mahasammata	DN.iii.92<em>f.</em>	DN.iii.92
mahāsudassana	Mahāsudassana	Mahāsudassana	<dd><p>The Bodhisatta born as king of Kusāvati. <span class='ref'>DN.ii.169<em>ff.</em></span></p></dd>	mahasudassana	DN.ii.169<em>ff.</em>	DN.ii.169
mahāsubhaddā	Mahāsubhaddā	Mahāsubhaddā	<dd><p>Chief queen of Mahāsudassana. <span class='ref'>DN.ii.169<em>ff.</em></span> <span class='ref'>Aii.189</span> <span class='ref'>SN.iii.145</span></p></dd>	mahasubhadda	DN.ii.169<em>ff.</em>	DN.ii.169
mahāsubhaddā	Mahāsubhaddā	Mahāsubhaddā	<dd><p>Chief queen of Mahāsudassana. <span class='ref'>DN.ii.169<em>ff.</em></span> <span class='ref'>Aii.189</span> <span class='ref'>SN.iii.145</span></p></dd>	mahasubhadda	Aii.189	Aii.189
mahāsubhaddā	Mahāsubhaddā	Mahāsubhaddā	<dd><p>Chief queen of Mahāsudassana. <span class='ref'>DN.ii.169<em>ff.</em></span> <span class='ref'>Aii.189</span> <span class='ref'>SN.iii.145</span></p></dd>	mahasubhadda	SN.iii.145	SN.iii.145
māgaṇḍiya	Māgaṇḍiya1	Māgaṇḍiya	<dd><p>The Sutta Nipāta contains a dialogue between Māgaṇḍiya and the Buddha. <span class='ref'>Snp.1011–1023</span> The Buddha starts with an emphatic rejection of an offer of a sexual nature, which sparks a discussion on what is truly worth desiring.</p></dd>	magandiya	Snp.1011–1023	Snp.1011
māgaṇḍiya	Māgaṇḍiya2	Māgaṇḍiya	<dd><p>A Paribbājaka. The Buddha was once staying in the fire hut of the brahmin Bhāradvājaggotta at Kammāsadamma and Māgaṇḍiya came to the hut. Seeing the grass mat on which the Buddha slept at night, he inquired whose it was, and, on being told, he was very annoyed, calling the Buddha a rigid repressionist. Bhāradvāja protested, whereupon Māgaṇḍiya offered to repeat his charge to the Buddha’s face. The Buddha, aware of this conversation, entered the hut in the evening and had a discussion with Māgaṇḍiya, who ended by joining the Order, later becoming an arahant. <span class='ref'>MN.i.502<em>ff.</em></span></p></dd>	magandiya	MN.i.502<em>ff.</em>	MN.i.502
māṇavagāmiya	Māṇavagāmiya	Māṇavagāmiya	<dd><p>A <i>devaputta</i>. He visited the Buddha in the company of Asama, Sahali, Ninka, Ākoṭaka and Vetambarī, and while these all spoke in praise of their own teachers, Māṇavagāmiya sang the glories of the Buddha. <span class='ref'>SN.i.65</span> <span class='ref'>SN.i.67</span></p></dd>	manavagamiya	SN.i.65	SN.i.65
māṇavagāmiya	Māṇavagāmiya	Māṇavagāmiya	<dd><p>A <i>devaputta</i>. He visited the Buddha in the company of Asama, Sahali, Ninka, Ākoṭaka and Vetambarī, and while these all spoke in praise of their own teachers, Māṇavagāmiya sang the glories of the Buddha. <span class='ref'>SN.i.65</span> <span class='ref'>SN.i.67</span></p></dd>	manavagamiya	SN.i.67	SN.i.67
mātaṅga	Mātaṅga	Mātaṅga	<dd><p>A Pacceka Buddha. <span class='ref'>MN.iii.70</span></p></dd>	matanga	MN.iii.70	MN.iii.70
mātali	Mātali	Mātali	<dd><p>The name given to the chariot driver of Sakka. The Mātali of the present age had a son, Sikhandhi, with whom Bhaddā Suriyavaccasā, daughter of Timbarū, was in love; but later she transferred her affections to Pañcasikha. <span class='ref'>DN.ii.268</span> Mātali is Sakka’s constant companion and accompanies him everywhere, more as a confidant than as a servant. <span class='ref'>SN.i.221</span> <span class='ref'>SN.i.224</span> <span class='ref'>SN.i.234<em>ff.</em></span></p><p>In the Mahāsamaya Sutta, <span class='ref'>DN.ii.258</span> Mātali is described as a Gandhabba chief, while in the Āṭānāṭiya Sutta <span class='ref'>DN.iii.204</span> he is mentioned among the chief Yakkhas to be invoked by followers of the Buddha in time of need.</p></dd>	matali	DN.ii.268	DN.ii.268
mātali	Mātali	Mātali	<dd><p>The name given to the chariot driver of Sakka. The Mātali of the present age had a son, Sikhandhi, with whom Bhaddā Suriyavaccasā, daughter of Timbarū, was in love; but later she transferred her affections to Pañcasikha. <span class='ref'>DN.ii.268</span> Mātali is Sakka’s constant companion and accompanies him everywhere, more as a confidant than as a servant. <span class='ref'>SN.i.221</span> <span class='ref'>SN.i.224</span> <span class='ref'>SN.i.234<em>ff.</em></span></p><p>In the Mahāsamaya Sutta, <span class='ref'>DN.ii.258</span> Mātali is described as a Gandhabba chief, while in the Āṭānāṭiya Sutta <span class='ref'>DN.iii.204</span> he is mentioned among the chief Yakkhas to be invoked by followers of the Buddha in time of need.</p></dd>	matali	SN.i.221	SN.i.221
mātali	Mātali	Mātali	<dd><p>The name given to the chariot driver of Sakka. The Mātali of the present age had a son, Sikhandhi, with whom Bhaddā Suriyavaccasā, daughter of Timbarū, was in love; but later she transferred her affections to Pañcasikha. <span class='ref'>DN.ii.268</span> Mātali is Sakka’s constant companion and accompanies him everywhere, more as a confidant than as a servant. <span class='ref'>SN.i.221</span> <span class='ref'>SN.i.224</span> <span class='ref'>SN.i.234<em>ff.</em></span></p><p>In the Mahāsamaya Sutta, <span class='ref'>DN.ii.258</span> Mātali is described as a Gandhabba chief, while in the Āṭānāṭiya Sutta <span class='ref'>DN.iii.204</span> he is mentioned among the chief Yakkhas to be invoked by followers of the Buddha in time of need.</p></dd>	matali	SN.i.224	SN.i.224
mātali	Mātali	Mātali	<dd><p>The name given to the chariot driver of Sakka. The Mātali of the present age had a son, Sikhandhi, with whom Bhaddā Suriyavaccasā, daughter of Timbarū, was in love; but later she transferred her affections to Pañcasikha. <span class='ref'>DN.ii.268</span> Mātali is Sakka’s constant companion and accompanies him everywhere, more as a confidant than as a servant. <span class='ref'>SN.i.221</span> <span class='ref'>SN.i.224</span> <span class='ref'>SN.i.234<em>ff.</em></span></p><p>In the Mahāsamaya Sutta, <span class='ref'>DN.ii.258</span> Mātali is described as a Gandhabba chief, while in the Āṭānāṭiya Sutta <span class='ref'>DN.iii.204</span> he is mentioned among the chief Yakkhas to be invoked by followers of the Buddha in time of need.</p></dd>	matali	SN.i.234<em>ff.</em>	SN.i.234
mātali	Mātali	Mātali	<dd><p>The name given to the chariot driver of Sakka. The Mātali of the present age had a son, Sikhandhi, with whom Bhaddā Suriyavaccasā, daughter of Timbarū, was in love; but later she transferred her affections to Pañcasikha. <span class='ref'>DN.ii.268</span> Mātali is Sakka’s constant companion and accompanies him everywhere, more as a confidant than as a servant. <span class='ref'>SN.i.221</span> <span class='ref'>SN.i.224</span> <span class='ref'>SN.i.234<em>ff.</em></span></p><p>In the Mahāsamaya Sutta, <span class='ref'>DN.ii.258</span> Mātali is described as a Gandhabba chief, while in the Āṭānāṭiya Sutta <span class='ref'>DN.iii.204</span> he is mentioned among the chief Yakkhas to be invoked by followers of the Buddha in time of need.</p></dd>	matali	DN.ii.258	DN.ii.258
mātali	Mātali	Mātali	<dd><p>The name given to the chariot driver of Sakka. The Mātali of the present age had a son, Sikhandhi, with whom Bhaddā Suriyavaccasā, daughter of Timbarū, was in love; but later she transferred her affections to Pañcasikha. <span class='ref'>DN.ii.268</span> Mātali is Sakka’s constant companion and accompanies him everywhere, more as a confidant than as a servant. <span class='ref'>SN.i.221</span> <span class='ref'>SN.i.224</span> <span class='ref'>SN.i.234<em>ff.</em></span></p><p>In the Mahāsamaya Sutta, <span class='ref'>DN.ii.258</span> Mātali is described as a Gandhabba chief, while in the Āṭānāṭiya Sutta <span class='ref'>DN.iii.204</span> he is mentioned among the chief Yakkhas to be invoked by followers of the Buddha in time of need.</p></dd>	matali	DN.iii.204	DN.iii.204
mānacchidda	Mānacchidda	Mānacchidda	<dd><p>A Pacceka Buddha. <span class='ref'>MN.i.70</span></p></dd>	manacchidda	MN.i.70	MN.i.70
mānatthaddha	Mānatthaddha1	Mānatthaddha	<dd><p>A brahmin of Sāvatthī who, because of his great pride respected no one. One day he came upon the Buddha preaching to a large crowd of people and stood near, on one side. The Buddha, seeing him, preached on the vanity of pride; Mānatthaddha understood, and, falling at the Buddha’s feet, worshipped him. And then, in answer to his question, the Buddha told him of those to whom respect should be shown, among whom the arahants are perfect. Mānatthaddha became the Buddha’s follower. <span class='ref'>SN.i.177<em>f.</em></span></p></dd>	manatthaddha	SN.i.177<em>f.</em>	SN.i.177
mānatthaddha	Mānatthaddha2	Mānatthaddha	<dd><p>A Pacceka Buddha mentioned in a nominal list. <span class='ref'>MN.iii.71</span></p></dd>	manatthaddha	MN.iii.71	MN.iii.71
mānadinna	Mānadinna	Mānadinna	<dd><p>A householder of Rājagaha. When he lay ill he was visited by Ānanda, to whom he confessed that even in his illness he practiced the four <i>satipaṭṭhāna</i>. He was quite free from the five lower fetters. <span class='ref'>SN.v.178</span></p></dd>	manadinna	SN.v.178	SN.v.178
māṇava	Māṇava	Māṇava	<dd><p>A monk whose Theragāthā verse says that he went forth after seeing an old man, a sick man, and a dead man. <span class='ref'>Thag.73</span></p></dd>	manava	Thag.73	Thag.73
mānicara	Mānicara	Mānicara	<dd><p>A Yakkha chief to be invoked by followers of the Buddha in time of need. <span class='ref'>Aiii.205</span></p></dd>	manicara	Aiii.205	Aiii.205
māyā	Māyā	Māyā	<dd><p>The mother of the Buddha, and wife of Suddhodana of the Sakyan clan. <span class='ref'>DN.ii.52</span> <span class='ref'>Thag.534</span> <span class='ref'>Thig.162</span> She died seven days after giving birth to the Buddha in Lumbinī. An elaborate account of the birth is given in the Acchariya-abbhuta Sutta. <span class='ref'>MN.iii.118<em>ff.</em></span></p></dd>	maya	DN.ii.52	DN.ii.52
māyā	Māyā	Māyā	<dd><p>The mother of the Buddha, and wife of Suddhodana of the Sakyan clan. <span class='ref'>DN.ii.52</span> <span class='ref'>Thag.534</span> <span class='ref'>Thig.162</span> She died seven days after giving birth to the Buddha in Lumbinī. An elaborate account of the birth is given in the Acchariya-abbhuta Sutta. <span class='ref'>MN.iii.118<em>ff.</em></span></p></dd>	maya	Thag.534	Thag.534
māyā	Māyā	Māyā	<dd><p>The mother of the Buddha, and wife of Suddhodana of the Sakyan clan. <span class='ref'>DN.ii.52</span> <span class='ref'>Thag.534</span> <span class='ref'>Thig.162</span> She died seven days after giving birth to the Buddha in Lumbinī. An elaborate account of the birth is given in the Acchariya-abbhuta Sutta. <span class='ref'>MN.iii.118<em>ff.</em></span></p></dd>	maya	Thig.162	Thig.162
māyā	Māyā	Māyā	<dd><p>The mother of the Buddha, and wife of Suddhodana of the Sakyan clan. <span class='ref'>DN.ii.52</span> <span class='ref'>Thag.534</span> <span class='ref'>Thig.162</span> She died seven days after giving birth to the Buddha in Lumbinī. An elaborate account of the birth is given in the Acchariya-abbhuta Sutta. <span class='ref'>MN.iii.118<em>ff.</em></span></p></dd>	maya	MN.iii.118<em>ff.</em>	MN.iii.118
māra	Māra	Māra	<dd><p>Generally regarded as the personification of Death, the Evil One, the Tempter. Sometimes known as the Dark One (<i>Kaṇha</i>). <span class='ref'>Snp.355</span> <span class='ref'>MN.i.377</span> <span class='ref'>DN.ii.262</span> <span class='ref'>Thag.1189</span></p><p>The legends concerning Māra are, in the books, very involved and defy any attempts at unravelling them.</p><p>Māra is frequently used in a symbolic sense to refer to the whole of the worldly existence, the five <i>khandhas</i>, or the realm of rebirth, as opposed to Nibbāna. <span class='ref'>SN.iii.195</span> <span class='ref'>SN.iii.198</span> <span class='ref'>SN.iii.74</span> <span class='ref'>SN.iv.202</span> <span class='ref'>SN.iv.85</span> <span class='ref'>SN.iii.1951</span> <span class='ref'>SN.iii.1953</span></p><p>In view of the many studies of Māra by various scholars, already existing, it might be worth while here, too, to attempt a theory of Māra in Buddhism, based chiefly on the above data. The commonest use of the word was evidently in the sense of Death. From this it was extended to mean “the world under the sway of death” <span class='ref'>AN.iv.228</span> and the beings therein. Thence, the <i>kilesas</i> also came to be called Māra in that they were instruments of Death, the causes enabling Death to hold sway over the world. All Temptations brought about by the <i>kilesas</i> were likewise regarded as the work of Death. There was also evidently a legend of a <i>devaputta</i> of the Vasavatti world, called Māra, who considered himself the head of the Kāmāvacara world and who recognized any attempt to curb the enjoyment of sensual pleasures, as a direct challenge to himself and to his authority. As time went on these different conceptions of the word became confused one with the other, but this confusion is not always difficult to unravel.</p><p>Various statements are found in the Pitakas connected with Māra, which have, obviously, reference to Death, the <i>kilesas</i>, and the world over which Death and the <i>kilesas</i> hold sway. <span class='ref'>SN.iv.91</span> <span class='ref'>SN.iii.73</span> <span class='ref'>Dhp.8</span> <span class='ref'>Dhp.40</span> <span class='ref'>SN.i.135</span></p><p>The legend of Māra attacking the Buddha to prevent his Awakening had its origin in the Padhāna Sutta. <span class='ref'>Snp.494–517</span> There Māra is represented as visiting Gotama on the banks of the Nerañjara, where he is practicing austerities and tempting him to abandon his striving and devote himself to good works. Gotama refers to Māra’s army as being tenfold. The divisions are as follows: the first consists of the Lusts; the second is Aversion; the third Hunger and Thirst; the fourth Craving; the fifth Sloth and Indolence; the sixth Cowardice; the seventh Doubt; the eighth Hypocrisy and Stupidity; Gains, Fame, Honour and Glory falsely obtained form the ninth; and the tenth is the Lauding of oneself and the Contemning of others. “Seeing this army on all sides,” says the Buddha, “I go forth to meet Māra with his equipage. He shall not make me yield ground. That army of thine, which the world of devas and men conquers not, even that, with my wisdom, will I smite, as an unbaked earthen bowl with a stone.” Here we have practically all the elements found in the later elaborated versions.</p><p>The second part of the Padhāna Sutta <span class='ref'>Snp.446<em>f.</em></span> <span class='ref'>SN.i.122</span> is obviously concerned with later events in the life of Gotama. After Māra had retired discomfited, he followed the Buddha for seven years, watching for any transgression on his part. But the quest was in vain, and, “like a crow attacking a rock,” he left Gotama in disgust. “The lute of Māra, who was so overcome with grief, slipped from his arm. Then, in dejection, the Yakkha disappeared thence.”</p><p>The Saṁyutta Nikāya <span class='ref'>SN.i.124<em>f.</em></span> <span class='ref'>AN.v.46</span> also contains a sutta in which three daughters of Māra are represented as tempting the Buddha after his Enlightenment. Their names are Taṇhā, Arati and Ragā, and they are evidently personifications of three of the ten forces in Māra’s army, as given in the Padhāna Sutta. They assume numerous forms of varying age and charm, full of blandishment, but their attempt is vain, and they are obliged to admit defeat.</p><p>Once Māra came to be regarded as the Spirit of Evil all temptations of lust, fear, greed, etc., were regarded as his activities, and Māra was represented as assuming various disguises in order to carry out his nefarious plans. Thus the books mention various occasions on which Māra appeared before the Buddha himself and his disciples, men and women, to lure them away from their chosen path.</p><p>Soon after the Buddha’s first vassa, Māra approached him and asked him not to teach the monks regarding the highest emancipation, he himself being yet bound by Māra’s fetters. But the Buddha replied that he was free of all fetters, human and divine. <span class='ref'>Vin.i.22</span> On another occasion Māra entered into the body of Vetambarī and made him utter heretical doctrines. <span class='ref'>SN.i.67</span> In the Brahmanimantanika Sutta. <span class='ref'>MN.i.326</span> Māra is spoken of as entering the hearts even of the inhabitants of the Brahma world. The Māra Saṁyutta <span class='ref'>SN.i.103<em>ff.</em></span> contains several instances of Māra’s temptations of the Buddha by assailing him with doubts as to his emancipation, feelings of fear and dread, appearing before him in the shape of an elephant, a cobra, in various guises beautiful and ugly, making the rocks of Gijjhakūṭa fall with a crash; by making him wonder whether he should ever sleep; by suggesting that, as human life was long, there was no need for haste in living the good life; by dulling the intelligence of his hearers. <span class='ref'>DN.iii.58</span> In the account of Godhika’s suicide <span class='ref'>SN.i.122</span> there is a curious statement that, after Godhika died, Māra went about looking for his consciousness, and the Buddha pointed him out to the monks, “going about like a cloud of smoke.”</p><p>The books mention many occasions on which Māra assumed various forms under which to tempt bhikkhunīs, often in lonely spots—e.g., Āḷavikā, Kisāgotamī, Somā, Vijayā, Uppalavantnā, Cālā, Upacālā, Sisūpacālā, Selā, Vajirā and Khemā.</p><p>Mention is made, especially in the Mahā Parinibbāna Sutta, of several occasions on which Māra approached the Buddha, requesting him to die; the first of these occasions was under the Ajapala Banyan tree at Uruvelā, soon after the Enlightenment, but the Buddha refused to die until the sāsana was firmly established.</p><p>With the accounts of Māra, as the personification of Evil, came to be mixed legends of an actual <i>devaputta</i>, named Māra, also called Vasavatti, because he was an inhabitant of the Paranimmitā Vasavatti deva world. In the Aṅguttara Nikāya, Māra is described as the head of those enjoying bliss in the Kāmāvacara worlds. <span class='ref'>AN.ii.17</span> In the Māratajjanīya Sutta <span class='ref'>MN.i.333</span> <span class='ref'>DN.iii.79</span> Moggallāna says that he too had once been a Māra, Dūsī by name; Kālā was his sister’s name, and the Māra of the present age was his nephew. In the sutta, Dūsī is spoken of as having been responsible for many acts of mischief, similar to those ascribed to the Māra of Gotama’s day. According to the sutta, Māradevaputta was evidently regarded as a being of great power, with a strong bent for mischief, especially directed against holy men.</p></dd>	mara	Snp.355	Snp.355
māra	Māra	Māra	<dd><p>Generally regarded as the personification of Death, the Evil One, the Tempter. Sometimes known as the Dark One (<i>Kaṇha</i>). <span class='ref'>Snp.355</span> <span class='ref'>MN.i.377</span> <span class='ref'>DN.ii.262</span> <span class='ref'>Thag.1189</span></p><p>The legends concerning Māra are, in the books, very involved and defy any attempts at unravelling them.</p><p>Māra is frequently used in a symbolic sense to refer to the whole of the worldly existence, the five <i>khandhas</i>, or the realm of rebirth, as opposed to Nibbāna. <span class='ref'>SN.iii.195</span> <span class='ref'>SN.iii.198</span> <span class='ref'>SN.iii.74</span> <span class='ref'>SN.iv.202</span> <span class='ref'>SN.iv.85</span> <span class='ref'>SN.iii.1951</span> <span class='ref'>SN.iii.1953</span></p><p>In view of the many studies of Māra by various scholars, already existing, it might be worth while here, too, to attempt a theory of Māra in Buddhism, based chiefly on the above data. The commonest use of the word was evidently in the sense of Death. From this it was extended to mean “the world under the sway of death” <span class='ref'>AN.iv.228</span> and the beings therein. Thence, the <i>kilesas</i> also came to be called Māra in that they were instruments of Death, the causes enabling Death to hold sway over the world. All Temptations brought about by the <i>kilesas</i> were likewise regarded as the work of Death. There was also evidently a legend of a <i>devaputta</i> of the Vasavatti world, called Māra, who considered himself the head of the Kāmāvacara world and who recognized any attempt to curb the enjoyment of sensual pleasures, as a direct challenge to himself and to his authority. As time went on these different conceptions of the word became confused one with the other, but this confusion is not always difficult to unravel.</p><p>Various statements are found in the Pitakas connected with Māra, which have, obviously, reference to Death, the <i>kilesas</i>, and the world over which Death and the <i>kilesas</i> hold sway. <span class='ref'>SN.iv.91</span> <span class='ref'>SN.iii.73</span> <span class='ref'>Dhp.8</span> <span class='ref'>Dhp.40</span> <span class='ref'>SN.i.135</span></p><p>The legend of Māra attacking the Buddha to prevent his Awakening had its origin in the Padhāna Sutta. <span class='ref'>Snp.494–517</span> There Māra is represented as visiting Gotama on the banks of the Nerañjara, where he is practicing austerities and tempting him to abandon his striving and devote himself to good works. Gotama refers to Māra’s army as being tenfold. The divisions are as follows: the first consists of the Lusts; the second is Aversion; the third Hunger and Thirst; the fourth Craving; the fifth Sloth and Indolence; the sixth Cowardice; the seventh Doubt; the eighth Hypocrisy and Stupidity; Gains, Fame, Honour and Glory falsely obtained form the ninth; and the tenth is the Lauding of oneself and the Contemning of others. “Seeing this army on all sides,” says the Buddha, “I go forth to meet Māra with his equipage. He shall not make me yield ground. That army of thine, which the world of devas and men conquers not, even that, with my wisdom, will I smite, as an unbaked earthen bowl with a stone.” Here we have practically all the elements found in the later elaborated versions.</p><p>The second part of the Padhāna Sutta <span class='ref'>Snp.446<em>f.</em></span> <span class='ref'>SN.i.122</span> is obviously concerned with later events in the life of Gotama. After Māra had retired discomfited, he followed the Buddha for seven years, watching for any transgression on his part. But the quest was in vain, and, “like a crow attacking a rock,” he left Gotama in disgust. “The lute of Māra, who was so overcome with grief, slipped from his arm. Then, in dejection, the Yakkha disappeared thence.”</p><p>The Saṁyutta Nikāya <span class='ref'>SN.i.124<em>f.</em></span> <span class='ref'>AN.v.46</span> also contains a sutta in which three daughters of Māra are represented as tempting the Buddha after his Enlightenment. Their names are Taṇhā, Arati and Ragā, and they are evidently personifications of three of the ten forces in Māra’s army, as given in the Padhāna Sutta. They assume numerous forms of varying age and charm, full of blandishment, but their attempt is vain, and they are obliged to admit defeat.</p><p>Once Māra came to be regarded as the Spirit of Evil all temptations of lust, fear, greed, etc., were regarded as his activities, and Māra was represented as assuming various disguises in order to carry out his nefarious plans. Thus the books mention various occasions on which Māra appeared before the Buddha himself and his disciples, men and women, to lure them away from their chosen path.</p><p>Soon after the Buddha’s first vassa, Māra approached him and asked him not to teach the monks regarding the highest emancipation, he himself being yet bound by Māra’s fetters. But the Buddha replied that he was free of all fetters, human and divine. <span class='ref'>Vin.i.22</span> On another occasion Māra entered into the body of Vetambarī and made him utter heretical doctrines. <span class='ref'>SN.i.67</span> In the Brahmanimantanika Sutta. <span class='ref'>MN.i.326</span> Māra is spoken of as entering the hearts even of the inhabitants of the Brahma world. The Māra Saṁyutta <span class='ref'>SN.i.103<em>ff.</em></span> contains several instances of Māra’s temptations of the Buddha by assailing him with doubts as to his emancipation, feelings of fear and dread, appearing before him in the shape of an elephant, a cobra, in various guises beautiful and ugly, making the rocks of Gijjhakūṭa fall with a crash; by making him wonder whether he should ever sleep; by suggesting that, as human life was long, there was no need for haste in living the good life; by dulling the intelligence of his hearers. <span class='ref'>DN.iii.58</span> In the account of Godhika’s suicide <span class='ref'>SN.i.122</span> there is a curious statement that, after Godhika died, Māra went about looking for his consciousness, and the Buddha pointed him out to the monks, “going about like a cloud of smoke.”</p><p>The books mention many occasions on which Māra assumed various forms under which to tempt bhikkhunīs, often in lonely spots—e.g., Āḷavikā, Kisāgotamī, Somā, Vijayā, Uppalavantnā, Cālā, Upacālā, Sisūpacālā, Selā, Vajirā and Khemā.</p><p>Mention is made, especially in the Mahā Parinibbāna Sutta, of several occasions on which Māra approached the Buddha, requesting him to die; the first of these occasions was under the Ajapala Banyan tree at Uruvelā, soon after the Enlightenment, but the Buddha refused to die until the sāsana was firmly established.</p><p>With the accounts of Māra, as the personification of Evil, came to be mixed legends of an actual <i>devaputta</i>, named Māra, also called Vasavatti, because he was an inhabitant of the Paranimmitā Vasavatti deva world. In the Aṅguttara Nikāya, Māra is described as the head of those enjoying bliss in the Kāmāvacara worlds. <span class='ref'>AN.ii.17</span> In the Māratajjanīya Sutta <span class='ref'>MN.i.333</span> <span class='ref'>DN.iii.79</span> Moggallāna says that he too had once been a Māra, Dūsī by name; Kālā was his sister’s name, and the Māra of the present age was his nephew. In the sutta, Dūsī is spoken of as having been responsible for many acts of mischief, similar to those ascribed to the Māra of Gotama’s day. According to the sutta, Māradevaputta was evidently regarded as a being of great power, with a strong bent for mischief, especially directed against holy men.</p></dd>	mara	MN.i.377	MN.i.377
